hashtag,ds,yhat,yhat_lower,yhat_upper
#AI,2026-07-03 16:41:00,40.052475257407764,-29.066528146843066,119.6962256483928
#AI,2026-07-03 16:42:00,40.86460177816401,-37.90096601774121,117.73117197229888
#AI,2026-07-03 16:43:00,41.67672829678725,-31.57119172745689,124.26949762053258
#AI,2026-07-03 16:44:00,42.488854815410484,-39.840172158954125,116.62592270089493
#AI,2026-07-03 16:45:00,43.30098133403372,-30.0330982772858,125.03513059274918
#AI,2026-07-03 16:46:00,44.11310785265696,-32.97146932899766,120.19394865105588
#AI,2026-07-03 16:47:00,44.925234371280204,-33.563222532417704,115.20196871291333
#AI,2026-07-03 16:48:00,45.737360889903435,-32.408193957977005,121.0531318279087
#AI,2026-07-03 16:49:00,46.54948740852668,-26.604874137250853,123.10262169708521
#AI,2026-07-03 16:50:00,47.36161392714991,-34.32117515551567,122.52264063630686
#AI,2026-07-03 16:51:00,48.17374044577315,-19.66767428594379,123.9871337978708
#AI,2026-07-03 16:52:00,48.985866964396386,-27.75099167048123,126.32861362035554
#AI,2026-07-03 16:53:00,49.797993483019624,-23.775245702437225,122.08895028280008
#AI,2026-07-03 16:54:00,50.61012000164286,-28.955326573700642,123.13983291351154
#AI,2026-07-03 16:55:00,51.42224652026611,-22.23666821101463,124.3270665204916
#AI,2026-07-03 16:56:00,52.23437303888934,-17.27830524431991,132.24965802132482
#AI,2026-07-03 16:57:00,53.046499557512576,-23.802440898451554,132.32079485847814
#AI,2026-07-03 16:58:00,53.85862607613582,-20.467094480584922,125.66343464721135
#AI,2026-07-03 16:59:00,54.67075259475905,-20.705182040423566,126.98557278341728
#AI,2026-07-03 17:00:00,55.48287911338229,-16.924133920885918,129.23695581059647
#AI,2026-07-03 17:01:00,56.29500563200553,-25.679090374158424,136.79669362736027
#AI,2026-07-03 17:02:00,57.10713215062876,-21.421908684014003,131.6030281427136
#AI,2026-07-03 17:03:00,57.91925866925201,-18.21307139249238,138.87753197803085
#AI,2026-07-03 17:04:00,58.73138518787524,-16.75877092369284,128.95171675729475
#AI,2026-07-03 17:05:00,59.54351170649848,-12.105803918393812,136.301353361456
#AI,2026-07-03 17:06:00,60.35563822512172,-11.821100088771828,139.41184946364143
#AI,2026-07-03 17:07:00,61.16776474374495,-16.71500867095921,137.3741026469557
#AI,2026-07-03 17:08:00,61.97989126236819,-14.517443834578575,136.9456417104721
#AI,2026-07-03 17:09:00,62.79201778099143,-9.375045644381249,142.12095296945262
#AI,2026-07-03 17:10:00,63.60414429961466,-8.9876892963468,140.21522323887356
#AI,2026-07-03 17:11:00,64.41627081823792,-6.602653666663595,139.8132580385099
#AI,2026-07-03 17:12:00,65.22839733686114,-9.671706860300166,142.1663937449698
#AI,2026-07-03 17:13:00,66.04052385548438,-13.323773565662679,140.9898381057357
#Climate,2026-07-03 16:12:00,20.606147505754585,15.811287491884885,25.295386052681902
#Climate,2026-07-03 16:41:00,11.879211437939539,7.460593009188269,16.63583285686309
#Climate,2026-07-03 16:42:00,11.578282608013481,7.191547845928165,16.1440558236426
#Climate,2026-07-03 16:43:00,11.2773537762322,6.367071087057673,16.08384130596876
#Climate,2026-07-03 16:44:00,10.976424944450919,6.171230263652966,15.560813069488853
#Climate,2026-07-03 16:45:00,10.675496112669636,5.721783198002609,15.248054655406575
#Climate,2026-07-03 16:46:00,10.374567280888353,5.6478602945014975,15.359628280318837
#Climate,2026-07-03 16:47:00,10.073638449107069,5.557590432749186,15.127443750787126
#Climate,2026-07-03 16:48:00,9.772709617325786,5.0453406511588375,14.40653572206443
#Climate,2026-07-03 16:49:00,9.471780785544505,4.704278426477033,13.665157950632363
#Climate,2026-07-03 16:50:00,9.170851953763222,4.236684170796963,13.872338299951094
#Climate,2026-07-03 16:51:00,8.86992312198194,3.9408203409751836,13.34661002069065
#Climate,2026-07-03 16:52:00,8.568994290200658,3.551675677701236,13.561541389023569
#Climate,2026-07-03 16:53:00,8.268065458419375,3.3753005981258757,13.082920763934942
#Climate,2026-07-03 16:54:00,7.967136626638094,3.41816153163347,12.52781592092149
#Climate,2026-07-03 16:55:00,7.666207794856809,3.055313455615637,12.510200554324014
#Climate,2026-07-03 16:56:00,7.365278963075526,2.648805694369075,12.342394629776887
#Climate,2026-07-03 16:57:00,7.064350131294245,2.2044269470023474,11.994857591373274
#Climate,2026-07-03 16:58:00,6.763421299512961,2.4460880633196322,11.722163216179194
#Climate,2026-07-03 16:59:00,6.462492467731678,1.379280759385102,11.251962320744022
#Climate,2026-07-03 17:00:00,6.161563635950397,1.166577846110248,10.937304437227809
#Climate,2026-07-03 17:01:00,5.8606348041691145,1.2087105881986169,10.761663776171313
#Climate,2026-07-03 17:02:00,5.5597059723878335,0.7223640614720824,10.763540461244668
#Climate,2026-07-03 17:03:00,5.258777140606548,0.6539579978426238,10.088123021337214
#Climate,2026-07-03 17:04:00,4.957848308825265,-0.25819099969153964,9.799327558131584
#Climate,2026-07-03 17:05:00,4.656919477043984,-0.04724338758460476,9.860973837884899
#Climate,2026-07-03 17:06:00,4.355990645262701,-0.42494509588005275,9.042075533203468
#Climate,2026-07-03 17:07:00,4.055061813481418,-1.0706062702538224,8.741708538641571
#Climate,2026-07-03 17:08:00,3.754132981700137,-1.2677336606156535,8.365329262805865
#Climate,2026-07-03 17:09:00,3.4532041499188537,-1.3267813950695764,8.173761919462306
#Climate,2026-07-03 17:10:00,3.152275318137571,-1.584647250600407,7.657708466517097
#Climate,2026-07-03 17:11:00,2.8513464863562876,-1.7672399479408951,7.615790481653229
#Climate,2026-07-03 17:12:00,2.5504176545750044,-2.335301851303481,7.054943741779672
#Climate,2026-07-03 17:13:00,2.2494888227937238,-2.3049550713617393,6.846774959923632
#DataScience,2026-07-03 16:12:00,27.57989500378153,25.275814087246008,29.860108582406923
#DataScience,2026-07-03 16:42:00,6.352242926750433,4.2209241080953985,8.574100872308064
#DataScience,2026-07-03 16:43:00,5.644654544503553,3.3768168753987466,8.047450609645129
#DataScience,2026-07-03 16:44:00,4.937063026116749,2.530791954259624,7.403536114611195
#DataScience,2026-07-03 16:45:00,4.229471507729946,1.8561496244216151,6.571238266856901
#DataScience,2026-07-03 16:46:00,3.5218799893431414,1.2580949781847452,5.730309902472413
#DataScience,2026-07-03 16:47:00,2.814288470956333,0.6415048179713345,5.119237871123167
#DataScience,2026-07-03 16:48:00,2.106696952569531,-0.06671690500678197,4.413273501264659
#DataScience,2026-07-03 16:49:00,1.3991054341827258,-0.8675725006965547,3.7220585760421163
#DataScience,2026-07-03 16:50:00,0.6915139157959238,-1.752664581270583,3.126906313223018
#DataScience,2026-07-03 16:51:00,-0.016077602590881312,-2.155875283090519,2.5678521155686886
#DataScience,2026-07-03 16:52:00,-0.7236691209776834,-2.9417129698267517,1.6205785648672135
#DataScience,2026-07-03 16:53:00,-1.4312606393644884,-3.669993182503219,0.9078824756197559
#DataScience,2026-07-03 16:54:00,-2.138852157751294,-4.353861742133705,0.06387601431910296
#DataScience,2026-07-03 16:55:00,-2.8464436761380987,-5.127768642170153,-0.6798205353103036
#DataScience,2026-07-03 16:56:00,-3.554035194524904,-5.939155481399358,-1.205093673728789
#DataScience,2026-07-03 16:57:00,-4.261626712911709,-6.536244256755333,-1.9824085858598737
#DataScience,2026-07-03 16:58:00,-4.969218231298508,-7.35265119036144,-2.6422002699330718
#DataScience,2026-07-03 16:59:00,-5.676809749685313,-7.895741854217185,-3.3619453605716942
#DataScience,2026-07-03 17:00:00,-6.384401268072119,-8.561240709714625,-4.084576492076498
#DataScience,2026-07-03 17:01:00,-7.091992786458924,-9.528377096215564,-4.992512331614787
#DataScience,2026-07-03 17:02:00,-7.799584304845722,-10.166343425351421,-5.553660055857186
#DataScience,2026-07-03 17:03:00,-8.507175823232535,-10.831866075553744,-6.263291846536348
#DataScience,2026-07-03 17:04:00,-9.21476734161934,-11.643034610983474,-7.081285331598211
#DataScience,2026-07-03 17:05:00,-9.922358860006138,-12.293039117371757,-7.715430650503267
#DataScience,2026-07-03 17:06:00,-10.629950378392943,-12.965016582800986,-8.489115019454355
#DataScience,2026-07-03 17:07:00,-11.337541896779749,-13.695339643969954,-9.164147207946677
#DataScience,2026-07-03 17:08:00,-12.045133415166553,-14.2035262332356,-9.718873391344655
#DataScience,2026-07-03 17:09:00,-12.752724933553353,-15.070152308144873,-10.437875690266909
#DataScience,2026-07-03 17:10:00,-13.460316451940157,-15.743835663097435,-11.27953502747787
#DataScience,2026-07-03 17:11:00,-14.167907970326969,-16.490200179727104,-11.716676272602593
#DataScience,2026-07-03 17:12:00,-14.875499488713768,-17.17916730409304,-12.443740066139247
#DataScience,2026-07-03 17:13:00,-15.583091007100574,-17.899188653057358,-13.157467653361136
